,ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Método_Pago,Estado,Semana,Mes,Dia_Semana,Trimestre,Nombre_producto,Categoría,Precio_Unitario,Stock,Venta_Total
2463,2488,2024-10-28,55,10,5,5,Completa,44,10,Monday,4,Costilla de cerdo,Carnicería,14.25,2429,71.25
2464,2494,2024-10-28,211,33,5,1,Completa,44,10,Monday,4,Papas chips,Galletitas y Snacks,8.54,2837,42.699999999999996
2465,2501,2024-10-28,272,17,4,4,Completa,44,10,Monday,4,Manzanas,Frutas y Verduras,6.54,3383,26.16
2466,2549,2024-10-28,239,8,1,4,Completa,44,10,Monday,4,Milanesa,Carnicería,16.21,3140,16.21
2467,2575,2024-10-28,13,23,4,4,Pendiente,44,10,Monday,4,Papas fritas,Congelados,8.23,3731,32.92
2468,2598,2024-10-28,155,18,6,5,Pendiente,44,10,Monday,4,Bananas,Frutas y Verduras,7.25,4720,43.5
2469,2866,2024-10-28,6,2,3,5,Completa,44,10,Monday,4,Yogur,Lácteos,5.21,3358,15.629999999999999
2470,2897,2024-10-28,36,3,3,4,Completa,44,10,Monday,4,Queso cremoso,Lácteos,17.23,3167,51.69
2471,32,2024-10-29,155,37,6,4,Completa,44,10,Tuesday,4,Garbanzos,Conservas,3.65,1506,21.9
2472,331,2024-10-29,157,35,2,3,Completa,44,10,Tuesday,4,Arroz,Conservas,4.25,1437,8.5
2473,668,2024-10-29,160,9,3,5,Completa,44,10,Tuesday,4,Pollo,Carnicería,18.56,4051,55.67999999999999
2474,758,2024-10-29,168,11,2,1,Completa,44,10,Tuesday,4,Salchicha,Carnicería,11.23,1726,22.46
2475,759,2024-10-29,4,7,6,4,Completa,44,10,Tuesday,4,Chorizo,Carnicería,11.25,4068,67.5
2476,1367,2024-10-29,248,9,5,5,Completa,44,10,Tuesday,4,Pollo,Carnicería,18.56,4051,92.8
2477,1668,2024-10-29,55,26,6,4,Completa,44,10,Tuesday,4,Hamburgesas congeladas,Congelados,9.54,1688,57.239999999999995
2478,1882,2024-10-29,7,32,3,4,Completa,44,10,Tuesday,4,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,18.75
2479,2078,2024-10-29,60,23,5,5,Completa,44,10,Tuesday,4,Papas fritas,Congelados,8.23,3731,41.150000000000006
2480,2080,2024-10-29,62,18,4,5,Pendiente,44,10,Tuesday,4,Bananas,Frutas y Verduras,7.25,4720,29.0
2481,2242,2024-10-29,134,12,3,4,Pendiente,44,10,Tuesday,4,Pan francés,Panadería,8.12,1619,24.36
2482,2812,2024-10-29,89,38,4,5,Completa,44,10,Tuesday,4,Atún enlatado,Conservas,6.21,2182,24.84
2484,125,2024-10-30,190,3,6,5,Pendiente,44,10,Wednesday,4,Queso cremoso,Lácteos,17.23,3167,103.38
2485,1027,2024-10-30,140,18,4,1,Completa,44,10,Wednesday,4,Bananas,Frutas y Verduras,7.25,4720,29.0
2486,1193,2024-10-30,217,5,6,4,Completa,44,10,Wednesday,4,Manteca,Lácteos,5.65,4929,33.900000000000006
2487,1483,2024-10-30,303,23,5,1,Completa,44,10,Wednesday,4,Papas fritas,Congelados,8.23,3731,41.150000000000006
2488,1785,2024-10-30,207,1,1,4,Completa,44,10,Wednesday,4,Leche,Lácteos,12.24,3327,12.24
2489,1930,2024-10-30,302,1,1,1,Completa,44,10,Wednesday,4,Leche,Lácteos,12.24,3327,12.24
2490,2383,2024-10-30,237,14,3,4,Completa,44,10,Wednesday,4,Facturas,Panadería,12.36,3125,37.08
2491,2858,2024-10-30,154,15,1,5,Completa,44,10,Wednesday,4,Medialunas,Panadería,3.51,4043,3.51
2492,109,2024-10-31,285,34,6,2,Completa,44,10,Thursday,4,Maníes,Galletitas y Snacks,5.45,4769,32.7
2493,234,2024-10-31,255,37,5,5,Completa,44,10,Thursday,4,Garbanzos,Conservas,3.65,1506,18.25
2494,965,2024-10-31,177,19,4,3,Completa,44,10,Thursday,4,Tomates,Frutas y Verduras,6.54,4041,26.16
2495,1192,2024-10-31,277,8,4,5,Pendiente,44,10,Thursday,4,Milanesa,Carnicería,16.21,3140,64.84
2496,1361,2024-10-31,192,28,1,3,Completa,44,10,Thursday,4,Jugos de frutas,Bebidas,9.45,3637,9.45
2497,1436,2024-10-31,165,14,2,4,Completa,44,10,Thursday,4,Facturas,Panadería,12.36,3125,24.72
2498,1610,2024-10-31,198,31,1,1,Completa,44,10,Thursday,4,Galletitas de agua,Galletitas y Snacks,5.24,2771,5.24
2499,1644,2024-10-31,111,32,6,5,Completa,44,10,Thursday,4,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,37.5
2500,1972,2024-10-31,305,22,5,2,Completa,44,10,Thursday,4,Cebolla,Frutas y Verduras,4.21,3545,21.05
2501,2843,2024-10-31,3,32,6,5,Completa,44,10,Thursday,4,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,37.5
2502,99,2024-11-01,11,17,1,2,Completa,44,11,Friday,4,Manzanas,Frutas y Verduras,6.54,3383,6.54
2503,674,2024-11-01,157,31,2,3,Completa,44,11,Friday,4,Galletitas de agua,Galletitas y Snacks,5.24,2771,10.48
2504,963,2024-11-01,107,17,4,4,Completa,44,11,Friday,4,Manzanas,Frutas y Verduras,6.54,3383,26.16
2505,1048,2024-11-01,185,5,1,2,Completa,44,11,Friday,4,Manteca,Lácteos,5.65,4929,5.65
2506,1510,2024-11-01,34,1,3,2,Completa,44,11,Friday,4,Leche,Lácteos,12.24,3327,36.72
2507,1978,2024-11-01,210,21,3,4,Completa,44,11,Friday,4,Zanahorias,Frutas y Verduras,3.25,2800,9.75
2508,2143,2024-11-01,54,38,6,4,Completa,44,11,Friday,4,Atún enlatado,Conservas,6.21,2182,37.26
2509,2247,2024-11-01,15,12,5,4,Completa,44,11,Friday,4,Pan francés,Panadería,8.12,1619,40.599999999999994
2510,2877,2024-11-01,152,23,4,5,Pendiente,44,11,Friday,4,Papas fritas,Congelados,8.23,3731,32.92
2512,93,2024-11-02,101,26,4,2,Pendiente,44,11,Saturday,4,Hamburgesas congeladas,Congelados,9.54,1688,38.16
2513,283,2024-11-02,292,21,5,1,Pendiente,44,11,Saturday,4,Zanahorias,Frutas y Verduras,3.25,2800,16.25
2514,830,2024-11-02,55,20,1,5,Completa,44,11,Saturday,4,Lechugas,Frutas y Verduras,4.25,1541,4.25
2515,1304,2024-11-02,19,21,6,5,Completa,44,11,Saturday,4,Zanahorias,Frutas y Verduras,3.25,2800,19.5
2516,1445,2024-11-02,104,12,2,5,Pendiente,44,11,Saturday,4,Pan francés,Panadería,8.12,1619,16.24
2517,1869,2024-11-02,205,16,4,5,Completa,44,11,Saturday,4,Tortas,Panadería,15.23,3189,60.92
2518,2987,2024-11-02,2,12,3,5,Completa,44,11,Saturday,4,Pan francés,Panadería,8.12,1619,24.36
2519,775,2024-11-03,71,17,6,2,Completa,44,11,Sunday,4,Manzanas,Frutas y Verduras,6.54,3383,39.24
2520,834,2024-11-03,111,25,4,1,Completa,44,11,Sunday,4,Pizza congelada,Congelados,15.45,1640,61.8
2521,890,2024-11-03,296,7,5,4,Completa,44,11,Sunday,4,Chorizo,Carnicería,11.25,4068,56.25
2522,1029,2024-11-03,9,29,1,5,Pendiente,44,11,Sunday,4,Cerveza,Bebidas,11.54,2455,11.54
2523,1161,2024-11-03,277,26,6,4,Completa,44,11,Sunday,4,Hamburgesas congeladas,Congelados,9.54,1688,57.239999999999995
2524,1396,2024-11-03,209,9,1,5,Completa,44,11,Sunday,4,Pollo,Carnicería,18.56,4051,18.56
2525,1489,2024-11-03,22,8,4,5,Completa,44,11,Sunday,4,Milanesa,Carnicería,16.21,3140,64.84
2526,1711,2024-11-03,183,19,4,4,Completa,44,11,Sunday,4,Tomates,Frutas y Verduras,6.54,4041,26.16
2527,2011,2024-11-03,322,8,6,3,Pendiente,44,11,Sunday,4,Milanesa,Carnicería,16.21,3140,97.26
2528,2063,2024-11-03,8,32,1,1,Completa,44,11,Sunday,4,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,6.25
2529,2753,2024-11-03,319,5,3,4,Completa,44,11,Sunday,4,Manteca,Lácteos,5.65,4929,16.950000000000003
2530,20,2024-11-04,122,7,6,2,Completa,45,11,Monday,4,Chorizo,Carnicería,11.25,4068,67.5
2531,76,2024-11-04,147,36,5,3,Completa,45,11,Monday,4,Lentejas,Conservas,3.25,4578,16.25
2532,158,2024-11-04,319,26,2,5,Pendiente,45,11,Monday,4,Hamburgesas congeladas,Congelados,9.54,1688,19.08
2533,544,2024-11-04,252,26,3,4,Completa,45,11,Monday,4,Hamburgesas congeladas,Congelados,9.54,1688,28.619999999999997
2534,982,2024-11-04,245,19,3,4,Completa,45,11,Monday,4,Tomates,Frutas y Verduras,6.54,4041,19.62
2535,1490,2024-11-04,255,7,3,3,Completa,45,11,Monday,4,Chorizo,Carnicería,11.25,4068,33.75
2536,1573,2024-11-04,298,24,4,4,Completa,45,11,Monday,4,Empanadas,Congelados,13.54,2908,54.16
2537,1832,2024-11-04,173,22,1,3,Completa,45,11,Monday,4,Cebolla,Frutas y Verduras,4.21,3545,4.21
2538,2121,2024-11-04,261,30,5,4,Completa,45,11,Monday,4,Vino tinto,Bebidas,13.54,1363,67.69999999999999
2539,791,2024-11-05,210,32,2,4,Completa,45,11,Tuesday,4,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,12.5
2540,1073,2024-11-05,173,35,5,5,Pendiente,45,11,Tuesday,4,Arroz,Conservas,4.25,1437,21.25
2541,1364,2024-11-05,65,33,3,1,Completa,45,11,Tuesday,4,Papas chips,Galletitas y Snacks,8.54,2837,25.619999999999997
2542,1939,2024-11-05,141,27,5,5,Completa,45,11,Tuesday,4,Agua mineral,Bebidas,6.21,4978,31.05
2543,2030,2024-11-05,70,1,6,5,Pendiente,45,11,Tuesday,4,Leche,Lácteos,12.24,3327,73.44
2544,2445,2024-11-05,56,14,3,4,Completa,45,11,Tuesday,4,Facturas,Panadería,12.36,3125,37.08
2545,2603,2024-11-05,156,37,1,1,Pendiente,45,11,Tuesday,4,Garbanzos,Conservas,3.65,1506,3.65
2546,2644,2024-11-05,69,21,2,4,Completa,45,11,Tuesday,4,Zanahorias,Frutas y Verduras,3.25,2800,6.5
2547,2646,2024-11-05,228,10,4,5,Completa,45,11,Tuesday,4,Costilla de cerdo,Carnicería,14.25,2429,57.0
2548,2859,2024-11-05,280,16,3,5,Completa,45,11,Tuesday,4,Tortas,Panadería,15.23,3189,45.69
2549,2904,2024-11-05,165,34,6,4,Completa,45,11,Tuesday,4,Maníes,Galletitas y Snacks,5.45,4769,32.7
2550,155,2024-11-06,125,2,5,3,Pendiente,45,11,Wednesday,4,Yogur,Lácteos,5.21,3358,26.05
2551,480,2024-11-06,161,12,2,2,Completa,45,11,Wednesday,4,Pan francés,Panadería,8.12,1619,16.24
2552,980,2024-11-06,119,6,4,4,Completa,45,11,Wednesday,4,Asado,Carnicería,28.56,5137,114.24
2553,1298,2024-11-06,216,18,1,5,Completa,45,11,Wednesday,4,Bananas,Frutas y Verduras,7.25,4720,7.25
2554,1342,2024-11-06,119,23,6,1,Completa,45,11,Wednesday,4,Papas fritas,Congelados,8.23,3731,49.38
2555,1645,2024-11-06,13,12,2,5,Completa,45,11,Wednesday,4,Pan francés,Panadería,8.12,1619,16.24
2556,1818,2024-11-06,279,22,3,4,Completa,45,11,Wednesday,4,Cebolla,Frutas y Verduras,4.21,3545,12.629999999999999
2557,2500,2024-11-06,20,23,4,5,Completa,45,11,Wednesday,4,Papas fritas,Congelados,8.23,3731,32.92
2558,2597,2024-11-06,80,22,6,4,Completa,45,11,Wednesday,4,Cebolla,Frutas y Verduras,4.21,3545,25.259999999999998
2559,2631,2024-11-06,27,22,3,4,Completa,45,11,Wednesday,4,Cebolla,Frutas y Verduras,4.21,3545,12.629999999999999
2560,2983,2024-11-06,234,20,3,3,Completa,45,11,Wednesday,4,Lechugas,Frutas y Verduras,4.25,1541,12.75
2561,101,2024-11-07,281,36,1,5,Completa,45,11,Thursday,4,Lentejas,Conservas,3.25,4578,3.25
2562,401,2024-11-07,27,27,6,4,Completa,45,11,Thursday,4,Agua mineral,Bebidas,6.21,4978,37.26
2563,509,2024-11-07,136,38,3,5,Completa,45,11,Thursday,4,Atún enlatado,Conservas,6.21,2182,18.63
2564,667,2024-11-07,189,16,5,3,Completa,45,11,Thursday,4,Tortas,Panadería,15.23,3189,76.15
2565,1215,2024-11-07,297,17,6,3,Pendiente,45,11,Thursday,4,Manzanas,Frutas y Verduras,6.54,3383,39.24
2566,1418,2024-11-07,111,37,1,5,Pendiente,45,11,Thursday,4,Garbanzos,Conservas,3.65,1506,3.65
2567,1965,2024-11-07,185,36,5,4,Completa,45,11,Thursday,4,Lentejas,Conservas,3.25,4578,16.25
2568,2031,2024-11-07,190,33,3,5,Completa,45,11,Thursday,4,Papas chips,Galletitas y Snacks,8.54,2837,25.619999999999997
2569,250,2024-11-08,313,24,3,5,Pendiente,45,11,Friday,4,Empanadas,Congelados,13.54,2908,40.62
2570,278,2024-11-08,180,19,3,1,Completa,45,11,Friday,4,Tomates,Frutas y Verduras,6.54,4041,19.62
2571,366,2024-11-08,111,37,4,4,Completa,45,11,Friday,4,Garbanzos,Conservas,3.65,1506,14.6
2572,467,2024-11-08,271,34,6,4,Completa,45,11,Friday,4,Maníes,Galletitas y Snacks,5.45,4769,32.7
2573,698,2024-11-08,225,20,6,1,Pendiente,45,11,Friday,4,Lechugas,Frutas y Verduras,4.25,1541,25.5
2574,1721,2024-11-08,46,30,4,1,Completa,45,11,Friday,4,Vino tinto,Bebidas,13.54,1363,54.16
2575,2124,2024-11-08,70,10,3,4,Completa,45,11,Friday,4,Costilla de cerdo,Carnicería,14.25,2429,42.75
2576,2228,2024-11-08,155,29,4,4,Completa,45,11,Friday,4,Cerveza,Bebidas,11.54,2455,46.16
2577,2960,2024-11-08,240,38,5,4,Completa,45,11,Friday,4,Atún enlatado,Conservas,6.21,2182,31.05
2578,176,2024-11-09,68,33,6,5,Completa,45,11,Saturday,4,Papas chips,Galletitas y Snacks,8.54,2837,51.239999999999995
2579,188,2024-11-09,323,36,5,5,Pendiente,45,11,Saturday,4,Lentejas,Conservas,3.25,4578,16.25
2580,446,2024-11-09,234,25,3,1,Completa,45,11,Saturday,4,Pizza congelada,Congelados,15.45,1640,46.349999999999994
2581,638,2024-11-09,236,26,6,4,Completa,45,11,Saturday,4,Hamburgesas congeladas,Congelados,9.54,1688,57.239999999999995
2582,687,2024-11-09,43,30,2,1,Completa,45,11,Saturday,4,Vino tinto,Bebidas,13.54,1363,27.08
2583,835,2024-11-09,224,1,3,5,Completa,45,11,Saturday,4,Leche,Lácteos,12.24,3327,36.72
2584,913,2024-11-09,36,27,5,5,Completa,45,11,Saturday,4,Agua mineral,Bebidas,6.21,4978,31.05
2585,1219,2024-11-09,125,37,4,3,Completa,45,11,Saturday,4,Garbanzos,Conservas,3.65,1506,14.6
2586,2148,2024-11-09,43,16,2,1,Completa,45,11,Saturday,4,Tortas,Panadería,15.23,3189,30.46
2587,2296,2024-11-09,254,13,3,5,Completa,45,11,Saturday,4,Pan integral,Panadería,12.56,2228,37.68
2588,2367,2024-11-09,83,20,4,1,Completa,45,11,Saturday,4,Lechugas,Frutas y Verduras,4.25,1541,17.0
2589,2696,2024-11-09,86,5,2,5,Completa,45,11,Saturday,4,Manteca,Lácteos,5.65,4929,11.3
2591,658,2024-11-10,29,24,5,5,Completa,45,11,Sunday,4,Empanadas,Congelados,13.54,2908,67.69999999999999
2592,709,2024-11-10,20,13,2,3,Completa,45,11,Sunday,4,Pan integral,Panadería,12.56,2228,25.12
2593,1032,2024-11-10,20,8,2,5,Completa,45,11,Sunday,4,Milanesa,Carnicería,16.21,3140,32.42
2594,1158,2024-11-10,88,17,5,3,Completa,45,11,Sunday,4,Manzanas,Frutas y Verduras,6.54,3383,32.7
2595,1231,2024-11-10,242,16,3,4,Cancelada,45,11,Sunday,4,Tortas,Panadería,15.23,3189,45.69
2596,1982,2024-11-10,283,26,1,3,Completa,45,11,Sunday,4,Hamburgesas congeladas,Congelados,9.54,1688,9.54
2597,2101,2024-11-10,260,6,3,1,Pendiente,45,11,Sunday,4,Asado,Carnicería,28.56,5137,85.67999999999999
2598,2195,2024-11-10,197,35,3,1,Pendiente,45,11,Sunday,4,Arroz,Conservas,4.25,1437,12.75
2599,2468,2024-11-10,307,32,2,3,Completa,45,11,Sunday,4,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,12.5
2600,2621,2024-11-10,112,23,2,5,Pendiente,45,11,Sunday,4,Papas fritas,Congelados,8.23,3731,16.46
2601,2759,2024-11-10,170,15,3,1,Completa,45,11,Sunday,4,Medialunas,Panadería,3.51,4043,10.53
2602,477,2024-11-11,102,6,6,4,Completa,46,11,Monday,4,Asado,Carnicería,28.56,5137,171.35999999999999
2603,891,2024-11-11,79,32,3,4,Completa,46,11,Monday,4,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,18.75
2604,940,2024-11-11,220,29,4,2,Completa,46,11,Monday,4,Cerveza,Bebidas,11.54,2455,46.16
2605,1480,2024-11-11,113,17,3,1,Completa,46,11,Monday,4,Manzanas,Frutas y Verduras,6.54,3383,19.62
2606,2292,2024-11-11,225,8,5,5,Completa,46,11,Monday,4,Milanesa,Carnicería,16.21,3140,81.05000000000001
2607,12,2024-11-12,247,20,5,1,Completa,46,11,Tuesday,4,Lechugas,Frutas y Verduras,4.25,1541,21.25
2608,672,2024-11-12,63,38,2,5,Pendiente,46,11,Tuesday,4,Atún enlatado,Conservas,6.21,2182,12.42
2609,781,2024-11-12,68,12,5,4,Completa,46,11,Tuesday,4,Pan francés,Panadería,8.12,1619,40.599999999999994
2610,1654,2024-11-12,183,10,1,3,Cancelada,46,11,Tuesday,4,Costilla de cerdo,Carnicería,14.25,2429,14.25
2611,1662,2024-11-12,133,26,5,4,Pendiente,46,11,Tuesday,4,Hamburgesas congeladas,Congelados,9.54,1688,47.699999999999996
2612,1910,2024-11-12,292,38,4,5,Completa,46,11,Tuesday,4,Atún enlatado,Conservas,6.21,2182,24.84
2613,1927,2024-11-12,59,18,1,5,Pendiente,46,11,Tuesday,4,Bananas,Frutas y Verduras,7.25,4720,7.25
2614,2097,2024-11-12,296,20,1,5,Completa,46,11,Tuesday,4,Lechugas,Frutas y Verduras,4.25,1541,4.25
2615,2363,2024-11-12,59,17,6,5,Pendiente,46,11,Tuesday,4,Manzanas,Frutas y Verduras,6.54,3383,39.24
2616,2417,2024-11-12,307,1,6,2,Completa,46,11,Tuesday,4,Leche,Lácteos,12.24,3327,73.44
2617,2686,2024-11-12,44,15,3,5,Completa,46,11,Tuesday,4,Medialunas,Panadería,3.51,4043,10.53
2618,2730,2024-11-12,224,3,6,5,Pendiente,46,11,Tuesday,4,Queso cremoso,Lácteos,17.23,3167,103.38
2620,107,2024-11-13,7,24,5,5,Completa,46,11,Wednesday,4,Empanadas,Congelados,13.54,2908,67.69999999999999
2621,345,2024-11-13,132,26,6,2,Completa,46,11,Wednesday,4,Hamburgesas congeladas,Congelados,9.54,1688,57.239999999999995
2622,609,2024-11-13,241,34,4,5,Completa,46,11,Wednesday,4,Maníes,Galletitas y Snacks,5.45,4769,21.8
2623,661,2024-11-13,151,21,6,1,Completa,46,11,Wednesday,4,Zanahorias,Frutas y Verduras,3.25,2800,19.5
2624,793,2024-11-13,175,2,2,1,Completa,46,11,Wednesday,4,Yogur,Lácteos,5.21,3358,10.42
2625,814,2024-11-13,262,22,4,5,Completa,46,11,Wednesday,4,Cebolla,Frutas y Verduras,4.21,3545,16.84
2626,1016,2024-11-13,131,4,4,4,Completa,46,11,Wednesday,4,Queso rallado,Lácteos,19.23,2099,76.92
2627,1022,2024-11-13,134,9,4,5,Completa,46,11,Wednesday,4,Pollo,Carnicería,18.56,4051,74.24
2628,1075,2024-11-13,207,18,3,5,Completa,46,11,Wednesday,4,Bananas,Frutas y Verduras,7.25,4720,21.75
2629,1276,2024-11-13,99,4,1,1,Completa,46,11,Wednesday,4,Queso rallado,Lácteos,19.23,2099,19.23
2630,2167,2024-11-13,311,27,1,3,Completa,46,11,Wednesday,4,Agua mineral,Bebidas,6.21,4978,6.21
2631,2262,2024-11-13,222,19,2,4,Completa,46,11,Wednesday,4,Tomates,Frutas y Verduras,6.54,4041,13.08
2632,2298,2024-11-13,140,33,2,3,Completa,46,11,Wednesday,4,Papas chips,Galletitas y Snacks,8.54,2837,17.08
2633,2506,2024-11-13,84,26,1,4,Completa,46,11,Wednesday,4,Hamburgesas congeladas,Congelados,9.54,1688,9.54
2634,2868,2024-11-13,94,25,5,4,Completa,46,11,Wednesday,4,Pizza congelada,Congelados,15.45,1640,77.25
2635,1772,2024-11-14,164,24,2,4,Pendiente,46,11,Thursday,4,Empanadas,Congelados,13.54,2908,27.08
2636,2004,2024-11-14,252,7,2,5,Completa,46,11,Thursday,4,Chorizo,Carnicería,11.25,4068,22.5
2637,2345,2024-11-14,194,2,4,4,Pendiente,46,11,Thursday,4,Yogur,Lácteos,5.21,3358,20.84
2638,2463,2024-11-14,95,27,4,5,Completa,46,11,Thursday,4,Agua mineral,Bebidas,6.21,4978,24.84
2639,2541,2024-11-14,3,38,3,1,Completa,46,11,Thursday,4,Atún enlatado,Conservas,6.21,2182,18.63
2640,2543,2024-11-14,296,32,4,1,Completa,46,11,Thursday,4,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,25.0
2641,2807,2024-11-14,26,7,3,1,Pendiente,46,11,Thursday,4,Chorizo,Carnicería,11.25,4068,33.75
2642,490,2024-11-15,20,5,6,4,Completa,46,11,Friday,4,Manteca,Lácteos,5.65,4929,33.900000000000006
2643,871,2024-11-15,242,25,4,1,Completa,46,11,Friday,4,Pizza congelada,Congelados,15.45,1640,61.8
2644,1420,2024-11-15,277,33,4,4,Completa,46,11,Friday,4,Papas chips,Galletitas y Snacks,8.54,2837,34.16
2645,1488,2024-11-15,162,31,4,1,Completa,46,11,Friday,4,Galletitas de agua,Galletitas y Snacks,5.24,2771,20.96
2646,1883,2024-11-15,2,6,2,1,Completa,46,11,Friday,4,Asado,Carnicería,28.56,5137,57.12
2647,2062,2024-11-15,172,28,1,4,Completa,46,11,Friday,4,Jugos de frutas,Bebidas,9.45,3637,9.45
2648,2805,2024-11-15,256,8,6,4,Completa,46,11,Friday,4,Milanesa,Carnicería,16.21,3140,97.26
2649,747,2024-11-16,84,21,1,5,Completa,46,11,Saturday,4,Zanahorias,Frutas y Verduras,3.25,2800,3.25
2650,1497,2024-11-16,63,37,2,4,Completa,46,11,Saturday,4,Garbanzos,Conservas,3.65,1506,7.3
2651,2207,2024-11-16,149,17,1,4,Pendiente,46,11,Saturday,4,Manzanas,Frutas y Verduras,6.54,3383,6.54
2652,2336,2024-11-16,148,37,4,4,Completa,46,11,Saturday,4,Garbanzos,Conservas,3.65,1506,14.6
2653,2867,2024-11-16,7,17,1,1,Completa,46,11,Saturday,4,Manzanas,Frutas y Verduras,6.54,3383,6.54
2654,2888,2024-11-16,83,28,3,3,Completa,46,11,Saturday,4,Jugos de frutas,Bebidas,9.45,3637,28.349999999999998
2655,513,2024-11-17,278,25,6,4,Completa,46,11,Sunday,4,Pizza congelada,Congelados,15.45,1640,92.69999999999999
2656,983,2024-11-17,11,33,6,1,Completa,46,11,Sunday,4,Papas chips,Galletitas y Snacks,8.54,2837,51.239999999999995
2657,1892,2024-11-17,222,13,1,4,Completa,46,11,Sunday,4,Pan integral,Panadería,12.56,2228,12.56
2658,1993,2024-11-17,99,31,1,1,Completa,46,11,Sunday,4,Galletitas de agua,Galletitas y Snacks,5.24,2771,5.24
2659,2444,2024-11-17,185,4,6,3,Pendiente,46,11,Sunday,4,Queso rallado,Lácteos,19.23,2099,115.38
2660,2456,2024-11-17,243,37,1,1,Pendiente,46,11,Sunday,4,Garbanzos,Conservas,3.65,1506,3.65
2661,65,2024-11-18,205,27,5,3,Completa,47,11,Monday,4,Agua mineral,Bebidas,6.21,4978,31.05
2662,253,2024-11-18,14,15,2,5,Completa,47,11,Monday,4,Medialunas,Panadería,3.51,4043,7.02
2663,443,2024-11-18,263,9,2,4,Completa,47,11,Monday,4,Pollo,Carnicería,18.56,4051,37.12
2664,588,2024-11-18,261,25,2,3,Completa,47,11,Monday,4,Pizza congelada,Congelados,15.45,1640,30.9
2665,1236,2024-11-18,228,29,4,2,Completa,47,11,Monday,4,Cerveza,Bebidas,11.54,2455,46.16
2666,1410,2024-11-18,34,12,4,2,Completa,47,11,Monday,4,Pan francés,Panadería,8.12,1619,32.48
2667,1508,2024-11-18,295,6,4,5,Completa,47,11,Monday,4,Asado,Carnicería,28.56,5137,114.24
2668,1948,2024-11-18,5,19,3,4,Completa,47,11,Monday,4,Tomates,Frutas y Verduras,6.54,4041,19.62
2669,2203,2024-11-18,68,14,5,5,Completa,47,11,Monday,4,Facturas,Panadería,12.36,3125,61.8
2670,2267,2024-11-18,239,23,6,2,Completa,47,11,Monday,4,Papas fritas,Congelados,8.23,3731,49.38
2671,2343,2024-11-18,263,11,1,3,Completa,47,11,Monday,4,Salchicha,Carnicería,11.23,1726,11.23
2672,2742,2024-11-18,25,3,1,3,Completa,47,11,Monday,4,Queso cremoso,Lácteos,17.23,3167,17.23
2673,611,2024-11-19,119,38,6,4,Completa,47,11,Tuesday,4,Atún enlatado,Conservas,6.21,2182,37.26
2674,887,2024-11-19,214,16,6,4,Completa,47,11,Tuesday,4,Tortas,Panadería,15.23,3189,91.38
2675,1623,2024-11-19,315,14,4,4,Completa,47,11,Tuesday,4,Facturas,Panadería,12.36,3125,49.44
2676,2006,2024-11-19,152,33,3,4,Completa,47,11,Tuesday,4,Papas chips,Galletitas y Snacks,8.54,2837,25.619999999999997
2677,2428,2024-11-19,319,5,1,1,Pendiente,47,11,Tuesday,4,Manteca,Lácteos,5.65,4929,5.65
2678,2813,2024-11-19,264,10,2,4,Completa,47,11,Tuesday,4,Costilla de cerdo,Carnicería,14.25,2429,28.5
2679,16,2024-11-20,106,3,1,5,Pendiente,47,11,Wednesday,4,Queso cremoso,Lácteos,17.23,3167,17.23
2680,718,2024-11-20,292,17,1,1,Completa,47,11,Wednesday,4,Manzanas,Frutas y Verduras,6.54,3383,6.54
2681,731,2024-11-20,314,20,2,2,Completa,47,11,Wednesday,4,Lechugas,Frutas y Verduras,4.25,1541,8.5
2682,907,2024-11-20,68,35,3,4,Completa,47,11,Wednesday,4,Arroz,Conservas,4.25,1437,12.75
2683,2000,2024-11-20,151,9,3,3,Completa,47,11,Wednesday,4,Pollo,Carnicería,18.56,4051,55.67999999999999
2684,2431,2024-11-20,31,26,5,2,Completa,47,11,Wednesday,4,Hamburgesas congeladas,Congelados,9.54,1688,47.699999999999996
2685,2535,2024-11-20,118,29,2,3,Completa,47,11,Wednesday,4,Cerveza,Bebidas,11.54,2455,23.08
2686,2637,2024-11-20,316,26,1,1,Completa,47,11,Wednesday,4,Hamburgesas congeladas,Congelados,9.54,1688,9.54
2687,662,2024-11-21,214,34,5,5,Completa,47,11,Thursday,4,Maníes,Galletitas y Snacks,5.45,4769,27.25
2688,690,2024-11-21,166,12,4,3,Completa,47,11,Thursday,4,Pan francés,Panadería,8.12,1619,32.48
2689,797,2024-11-21,267,1,2,5,Completa,47,11,Thursday,4,Leche,Lácteos,12.24,3327,24.48
2690,879,2024-11-21,110,24,4,5,Completa,47,11,Thursday,4,Empanadas,Congelados,13.54,2908,54.16
2691,885,2024-11-21,72,26,3,5,Completa,47,11,Thursday,4,Hamburgesas congeladas,Congelados,9.54,1688,28.619999999999997
2692,1173,2024-11-21,193,11,6,4,Pendiente,47,11,Thursday,4,Salchicha,Carnicería,11.23,1726,67.38
